AccidentExpl;AccidentSeverityCategory;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;AccidentYear;AccidentMonth;AccidentWeekDay;AccidentHour;Latidute_wgs84;Longitude_wgs84;geometry
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;4;Donnerstag;18;47.36381566451643;8.535631343236297;POINT (8.535632000949624 47.36381923343224)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;4;Donnerstag;21;47.370953514833786;8.531342488310615;POINT (8.531343174649065 47.370957063644376)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;4;Samstag;17;47.37706516484835;8.544167182459683;POINT (8.544168009638481 47.377068661762934)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;4;Dienstag;8;47.37151637194002;8.526984495767868;POINT (8.526985156076325 47.371519927378216)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;4;Dienstag;10;47.38153055158454;8.541889183892271;POINT (8.54189003399571 47.38153403532439)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Mittwoch;12;47.425512136493964;8.515641699192265;POINT (8.515642756006292 47.425515503516536)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Mittwoch;12;47.37322734911119;8.531547979168382;POINT (8.531548685766467 47.37323088832025)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;11;47.40290176090189;8.550466355495079;POINT (8.550467462597306 47.40290513916018)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Samstag;2;47.3706681197031;8.530131729418729;POINT (8.530132404928459 47.370671672149854)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;5;Montag;12;47.37815085557898;8.532165359219016;POINT (8.532166111512742 47.37815437367028)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;13;47.3716111091459;8.5159169602018;POINT (8.515917542210532 47.37161468617125)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;7;47.39327153911583;8.5302766451325;POINT (8.53027751528428 47.393275000703134)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;8;47.361296631876165;8.532825933163734;POINT (8.53282655151316 47.361300216789985)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Mittwoch;18;47.416098623504936;8.552225959775651;POINT (8.552227209351498 47.41610194478086)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;20;47.37620533553612;8.53623053200012;POINT (8.536231296504033 47.376208852939286)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Donnerstag;15;47.36944013471349;8.526809718990386;POINT (8.526810361141985 47.36944369886127)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;17;47.37720760461785;8.523445759601627;POINT (8.523446441562937 47.377211144396455)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Donnerstag;19;47.37770324911741;8.51178920490282;POINT (8.511789805905313 47.377706809959854)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;23;47.38684245967299;8.518529327788036;POINT (8.518530054773167 47.38684597107713)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Freitag;8;47.370166661926554;8.51840349948894;POINT (8.518404087818254 47.37017023986669)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Freitag;9;47.39016860837122;8.511020230462695;POINT (8.511020929263497 47.39017212165174)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;5;Freitag;19;47.3664702366419;8.547773852334394;POINT (8.547774614007203 47.3664737690437)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Sonntag;15;47.38723065430263;8.500908304904296;POINT (8.500908901819638 47.38723419853017)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;5;Montag;7;47.36087866998744;8.517010786521768;POINT (8.51701129206709 47.360882287828716)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Montag;8;47.38857509170515;8.525610875256358;POINT (8.525611669605992 47.388578581759816)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;14;47.3624339692645;8.547504572997596;POINT (8.547505299378214 47.36243751883611)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;16;47.41698808852542;8.538236834580779;POINT (8.538237987101535 47.41699143880125)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;10;47.35774302442573;8.554502419721633;POINT (8.554503153442244 47.35774657823203)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;18;47.38237381190763;8.514465723460411;POINT (8.51446638264286 47.38237734906679)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Donnerstag;16;47.38415915001539;8.497443386118455;POINT (8.497443931366156 47.38416271264638)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;16;47.392179068898876;8.495880692555884;POINT (8.495881291289912 47.39218260336367)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;5;Freitag;7;47.37573299683715;8.488324521042081;POINT (8.488324930059 47.375736608575714)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Freitag;18;47.37383680465236;8.502879307461;POINT (8.502879811599389 47.37384039760784)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Freitag;21;47.3758345117242;8.518306398186217;POINT (8.518307031655613 47.37583806724525)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Samstag;3;47.399824234920715;8.504762736473333;POINT (8.504763469857707 47.39982772290941)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Samstag;14;47.38542406824101;8.508554050893515;POINT (8.508554691153147 47.38542760493242)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Samstag;17;47.37700960036688;8.539623892676639;POINT (8.539624687790967 47.37701310730312)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Sonntag;4;47.38685822226016;8.535006169505788;POINT (8.535007017344519 47.386861699368566)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Sonntag;11;47.37071322435841;8.516706508172195;POINT (8.516707088690476 47.37071680342812)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;7;47.37001192827822;8.54333245048774;POINT (8.543333211830326 47.370015455739086)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;8;47.37027697641853;8.532493806313257;POINT (8.532494495121298 47.37028052559195)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Montag;8;47.33962427821477;8.537860002646553;POINT (8.537860487919133 47.33962794179061)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;5;Montag;9;47.400165660318486;8.503828954521968;POINT (8.503829683524266 47.40016914881163)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Montag;17;47.41235657576509;8.523856531873975;POINT (8.523857528380809 47.41235997595593)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Montag;23;47.37878029381926;8.531238029531762;POINT (8.531238780561965 47.37878381131329)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;1;47.37504886544645;8.518634778726522;POINT (8.51863540816187 47.375052423448146)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;7;47.38361693021139;8.53911138056076;POINT (8.539112229309431 47.383620411534196)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;True;Nebenstrasse;2019;5;Dienstag;8;47.38587308875685;8.542111493508623;POINT (8.542112383459303 47.38587655445174)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;16;47.37565928072061;8.543502416004465;POINT (8.543503226480137 47.375662784796916)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Dienstag;17;47.364077183096;8.528911235154506;POINT (8.528911848783892 47.364080764656634)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;14;47.386939263176345;8.490478891521967;POINT (8.490479405151495 47.38694282774201)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Mittwoch;20;47.36354297811006;8.54629639850825;POINT (8.546297125984825 47.36354652571325)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Donnerstag;15;47.366572979709204;8.540798615552994;POINT (8.540799330997903 47.36657652659756)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Donnerstag;16;47.41212027251187;8.550618941914012;POINT (8.550620139873617 47.41212361346394)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;19;47.37847803174729;8.52704713734683;POINT (8.52704785583625 47.37848155911554)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;19;47.37153218150454;8.518590040011995;POINT (8.518590640636384 47.37153575362357)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Freitag;11;47.349814912735354;8.561338257575672;POINT (8.56133897037027 47.3498184845954)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Freitag;16;47.37069904105218;8.517262333115188;POINT (8.517262917516645 47.37070261909558)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;5;Freitag;19;47.405622834559715;8.549993141981401;POINT (8.54999427181568 47.4056262029842)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;5;Samstag;12;47.36631765897346;8.544924135108017;POINT (8.544924876360156 47.366321198133285)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Samstag;19;47.37787904219336;8.51126304197068;POINT (8.511263640515816 47.37788260335693)
Frontalkollision;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Sonntag;3;47.375801330048574;8.539929996774621;POINT (8.539930783696121 47.375804841229254)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Sonntag;9;47.35337828168915;8.57683387750139;POINT (8.576834715343647 47.35338180343798)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Sonntag;20;47.37943006973432;8.483351778528734;POINT (8.483352177496633 47.37943367579692)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;5;Montag;8;47.37783989205006;8.51353996723842;POINT (8.513540582251595 47.37784344895574)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Montag;17;47.387249736625535;8.50078948169035;POINT (8.50079007784879 47.38725328100249)
Fussgaengerunfall;Unfall mit Schwerverletzten;True;True;False;Hauptstrasse;2019;5;Dienstag;10;47.366151804052286;8.540631035278514;POINT (8.540631746110602 47.366155353013504)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Mittwoch;8;47.40684057347126;8.550575028673526;POINT (8.550576174562721 47.406843935658785)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;15;47.362748003972136;8.519113832006374;POINT (8.519114366808205 47.362751610254996)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;16;47.37272463985207;8.542792787735856;POINT (8.54279356828503 47.37272815740725)
Einbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;16;47.38332379890878;8.543436102189581;POINT (8.543436978920871 47.38332727201333)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;16;47.37595565802165;8.536000276812691;POINT (8.536001037584406 47.37595917691998)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;16;47.39433555617958;8.493181422659914;POINT (8.493182018015656 47.394339087345536)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Mittwoch;21;47.37912768855687;8.54483236410761;POINT (8.544833213795117 47.37913117563379)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Donnerstag;2;47.36389789936374;8.531701019941577;POINT (8.53170165138517 47.36390147600109)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Donnerstag;4;47.37193064675113;8.522146715874138;POINT (8.522147345190293 47.37193421024414)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;5;Freitag;18;47.3764630306291;8.514571586171883;POINT (8.514572197543245 47.37646659098249)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;5;Freitag;19;47.39099035872177;8.48813485495573;POINT (8.48813538283684 47.39099391192519)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;12;47.37421597691051;8.52496065539207;POINT (8.524961323486606 47.37421952560274)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;16;47.36642577793456;8.547719968642475;POINT (8.547720729582423 47.36642931063544)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;23;47.38080496271689;8.528299777537407;POINT (8.528300524696757 47.380808478188484)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;16;47.37275945944211;8.534411753141871;POINT (8.534412475917911 47.37276299459631)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;8;47.38948127670179;8.540106639998037;POINT (8.540107547847148 47.38948473224205)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Montag;15;47.35933709375399;8.592754097409069;POINT (8.592755082555547 47.359340552024825)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;17;47.39451307474126;8.589594659817063;POINT (8.589595955031013 47.39451639191526)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;8;47.34510716541848;8.5345187773692;POINT (8.534519281824469 47.34511081308986)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;9;47.37879316260924;8.544070582371019;POINT (8.544071423854103 47.378796652707955)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;10;47.36562567059632;8.549543630562408;POINT (8.54954439699648 47.36562920263315)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;6;Dienstag;15;47.34330599660336;8.519474449198345;POINT (8.519474840659045 47.34330968073863)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;19;47.357630839929925;8.554010281498027;POINT (8.554011011113392 47.35763439527421)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;6;Dienstag;22;47.36173609445888;8.52246916016798;POINT (8.5224697105635 47.36173969827615)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;6;Mittwoch;17;47.399225561067546;8.542666135674487;POINT (8.542667151202497 47.399228971839975)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Mittwoch;18;47.37766215998735;8.509431218672097;POINT (8.50943180190721 47.3776657255285)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Mittwoch;19;47.40682271428766;8.550561406233982;POINT (8.550562551849957 47.406826076578554)
Fussgaengerunfall;Unfall mit Schwerverletzten;True;True;False;Hauptstrasse;2019;6;Mittwoch;20;47.41150351978152;8.525614782369248;POINT (8.525615784527014 47.41150691951406)
Einbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;6;47.39672856595978;8.48622102005406;POINT (8.486221579621626 47.39673210066738)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;17;47.38722917394542;8.488272730905896;POINT (8.488273229555595 47.38723274135039)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;18;47.390505334848775;8.52791524748716;POINT (8.527916075705727 47.390508812423164)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Freitag;18;47.37713869629386;8.540235709175477;POINT (8.540236509666927 47.37714220139644)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Freitag;19;47.39221249663629;8.524294201703619;POINT (8.524295018090116 47.39221597500236)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;22;47.36217074748408;8.550557244115115;POINT (8.550557988525403 47.36217429155418)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Samstag;12;47.36438442922247;8.555131228738135;POINT (8.555132021718615 47.36438795413765)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;12;47.388116629786964;8.519826665989008;POINT (8.519827413525674 47.38812013353023)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;15;47.35540060221689;8.503438075386834;POINT (8.503438443826367 47.35540426714661)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;6;Samstag;17;47.37265847946482;8.53272803529915;POINT (8.53272874545273 47.372662018528125)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;6;Samstag;19;47.36522336821313;8.545536930393075;POINT (8.545537666681838 47.365226910546)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Sonntag;1;47.37346184609114;8.542834535493723;POINT (8.542835322590243 47.37346536055371)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;19;47.42615605708933;8.50145912530681;POINT (8.50146007091338 47.42615945115455)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;7;47.398036348585386;8.532454100453556;POINT (8.532455029717156 47.39803978657483)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;6;47.37838084662049;8.496838669514492;POINT (8.49683916403584 47.378384432865445)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;8;47.367143269847645;8.506903047736957;POINT (8.506903529333721 47.367146881775234)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;6;Dienstag;16;47.379061909221356;8.50883691665881;POINT (8.508837506814464 47.37906547038053)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Mittwoch;8;47.36590268405371;8.556261905128137;POINT (8.556262718362017 47.36590620018306)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Donnerstag;8;47.40496038593509;8.549661343579908;POINT (8.54966246459763 47.404963757786355)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Donnerstag;9;47.37271003062288;8.519606988045034;POINT (8.519607605485339 47.37271359603517)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;15;47.398620381287145;8.494802920380154;POINT (8.49480356457959 47.3986238929876)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;6;Donnerstag;18;47.3861977800495;8.51821164348916;POINT (8.518212362627063 47.38620129464159)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;18;47.369465375578166;8.529855543501496;POINT (8.52985620722728 47.36946893344397)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;11;47.38256094776934;8.514654911208062;POINT (8.514655573350707 47.382564483816424)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Freitag;17;47.371357370748534;8.527630056958984;POINT (8.527630720524682 47.37136092551718)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;18;47.37565297374505;8.516554780384224;POINT (8.51655539964143 47.375656533437024)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;0;47.38914884244753;8.54383497437302;POINT (8.543835905903055 47.389152291123665)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;2;47.38556218575949;8.54827700363935;POINT (8.548277934268247 47.38556563907932)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;16;47.39554807117334;8.532098360275048;POINT (8.532099264328247 47.395551519814916)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;18;47.35508068875662;8.561899145996733;POINT (8.561899905195455 47.35508423734659)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;14;47.36497137578588;8.53137879730293;POINT (8.531379435158248 47.36497494872623)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;andere;2019;6;Montag;15;47.34381799471896;8.510869437353028;POINT (8.510869774193411 47.34382169265945)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Montag;18;47.41280093151008;8.522513955344376;POINT (8.522514945535237 47.41280433284888)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;6;47.375262924846034;8.560364480678553;POINT (8.560365402127283 47.37526639303682)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;7;47.351871593942434;8.559819672381051;POINT (8.559820392245049 47.35187516054387)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;8;47.36671651777926;8.541781329082621;POINT (8.541782052389625 47.36672006200253)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Dienstag;17;47.36630507116384;8.540594483074935;POINT (8.540595194921893 47.366308619576515)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;andere;2019;6;Dienstag;18;47.39101031459558;8.515302307170602;POINT (8.515303045622133 47.39101381606214)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;22;47.42428088616828;8.54318534959887;POINT (8.543186613223178 47.42428419636817)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;6;Mittwoch;18;47.34947499368288;8.536818836355279;POINT (8.5368193890463 47.34947861879937)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;11;47.379699175370455;8.515762541994;POINT (8.515763188610851 47.379702720558655)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;15;47.38330429286465;8.543594625413572;POINT (8.543595503087467 47.383307765701026)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Freitag;1;47.389077270487434;8.494733067450836;POINT (8.494733631663578 47.389080819053035)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;10;47.38959676458196;8.52122096692314;POINT (8.521221737599115 47.38960025963187)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;22;47.38822145279826;8.520159919731178;POINT (8.520160670648488 47.38822495545017)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;6;Samstag;11;47.41068251209653;8.571776976201988;POINT (8.571778312975763 47.41068580755227)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;20;47.36509730737117;8.534227849052051;POINT (8.534228507535294 47.365100873967776)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;21;47.35939401265153;8.553067537166271;POINT (8.553068275125831 47.35939756274306)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Montag;6;47.337917115089425;8.530070495461102;POINT (8.530070917981018 47.337920801026556)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;7;47.36248453931012;8.522272549635815;POINT (8.52227310451391 47.36248814049683)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;7;47.34254838368039;8.531157769364254;POINT (8.531158232777331 47.3425520484955)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Montag;8;47.37490796281397;8.53265501345466;POINT (8.532655741875729 47.374911492949025)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;6;Montag;12;47.37928695856012;8.515595300139582;POINT (8.51559594212852 47.379290505711076)
